Id,Source,Target,Type,Weight
2194,73,70,Undirected,1030
2195,73,72,Undirected,194
2196,73,74,Undirected,221
2197,73,75,Undirected,18697
2198,73,76,Undirected,264
2199,73,77,Undirected,1133
2200,73,79,Undirected,1023
2201,73,80,Undirected,284
2202,73,81,Undirected,457
2203,73,82,Undirected,1130
2204,73,83,Undirected,1161
2205,73,84,Undirected,999
2206,73,85,Undirected,291
2207,73,87,Undirected,422
2208,73,88,Undirected,7117
2209,73,89,Undirected,800
2210,73,90,Undirected,1811
2211,73,92,Undirected,226
2212,73,93,Undirected,1508
2213,73,94,Undirected,11792
2214,73,96,Undirected,996
2215,73,97,Undirected,5765
2216,73,98,Undirected,1492
2217,73,99,Undirected,2367
2218,73,100,Undirected,4163
2219,73,101,Undirected,2286
2220,73,102,Undirected,987
2221,73,103,Undirected,678
2222,73,104,Undirected,254
2223,73,105,Undirected,2332
2224,73,106,Undirected,673
2225,73,107,Undirected,374
2226,73,108,Undirected,340
2227,73,109,Undirected,12207
2228,73,110,Undirected,892
2229,73,111,Undirected,3506
2230,73,112,Undirected,1617
2231,73,113,Undirected,6772
2232,73,114,Undirected,7007
2233,73,115,Undirected,1701
2234,73,116,Undirected,9963
2235,73,117,Undirected,2336
2236,73,118,Undirected,925
2237,73,119,Undirected,1152
2238,73,120,Undirected,350
2239,73,122,Undirected,510
2240,73,123,Undirected,3552
2241,73,125,Undirected,3603
2242,73,126,Undirected,6217
2243,73,127,Undirected,35072
2244,73,128,Undirected,156
2245,73,131,Undirected,302
2246,73,132,Undirected,450
2247,73,134,Undirected,159
2248,73,135,Undirected,606
2249,74,39,Undirected,6432
2250,74,85,Undirected,3129
2251,74,93,Undirected,4126
2252,74,108,Undirected,626
2253,74,112,Undirected,7110
2254,74,113,Undirected,1496
2255,74,125,Undirected,2126
2256,74,126,Undirected,1967
2257,74,129,Undirected,1842
2258,75,1,Undirected,6287
2259,75,5,Undirected,342
2260,75,7,Undirected,250
2261,75,8,Undirected,496
2262,75,9,Undirected,783
2263,75,14,Undirected,834
2265,75,18,Undirected,290
2266,75,21,Undirected,7197
2267,75,23,Undirected,288
2268,75,24,Undirected,3129
2269,75,25,Undirected,6692
2270,75,26,Undirected,269
2271,75,27,Undirected,237
2272,75,28,Undirected,316
2273,75,30,Undirected,9127
2274,75,31,Undirected,172
2275,75,32,Undirected,22047
2276,75,33,Undirected,6977
2278,75,35,Undirected,787
2279,75,37,Undirected,9297
2281,75,39,Undirected,327
2282,75,41,Undirected,786
2283,75,42,Undirected,412
2284,75,46,Undirected,566
2285,75,47,Undirected,253
2287,75,51,Undirected,1082
2288,75,54,Undirected,550
2289,75,57,Undirected,7912
2290,75,60,Undirected,188
2291,75,61,Undirected,250
2292,75,62,Undirected,189
2293,75,63,Undirected,3299
2294,75,64,Undirected,254
2295,75,65,Undirected,264
2296,75,67,Undirected,495
2299,75,74,Undirected,300
2300,75,76,Undirected,4822
2301,75,77,Undirected,186
2302,75,79,Undirected,1350
2303,75,80,Undirected,219
2304,75,81,Undirected,2381
2305,75,82,Undirected,3735
2306,75,83,Undirected,611
2307,75,90,Undirected,2175
2308,75,92,Undirected,4205
2309,75,94,Undirected,6907
2310,75,97,Undirected,519
2311,75,98,Undirected,5705
2312,75,99,Undirected,2673
2313,75,102,Undirected,3685
2314,75,103,Undirected,652
2315,75,104,Undirected,4887
2316,75,105,Undirected,504
2317,75,109,Undirected,6147
2318,75,110,Undirected,228
2319,75,112,Undirected,802
2320,75,115,Undirected,553
2321,75,117,Undirected,3383
2322,75,118,Undirected,4943
2323,75,121,Undirected,4442
2324,75,125,Undirected,288
2325,75,127,Undirected,11852
2326,75,128,Undirected,189
2327,75,131,Undirected,2581
2328,75,132,Undirected,273
2329,75,135,Undirected,237
2330,76,24,Undirected,2310
2331,76,30,Undirected,1858
2332,76,37,Undirected,162
2333,76,42,Undirected,381
2334,76,54,Undirected,255
2335,76,64,Undirected,165
2336,76,79,Undirected,353
2337,76,81,Undirected,1407
2338,76,82,Undirected,10251
2339,76,83,Undirected,7587
2340,76,90,Undirected,2172
2341,76,92,Undirected,4679
2342,76,98,Undirected,816
2343,76,99,Undirected,10312
2344,76,102,Undirected,4083
2345,76,103,Undirected,6162
2346,76,104,Undirected,3546
2347,76,105,Undirected,7162
2348,76,113,Undirected,150
2349,76,115,Undirected,340
2350,76,118,Undirected,2342
2351,76,121,Undirected,3110
2352,76,131,Undirected,1324
2353,77,32,Undirected,567
2354,77,83,Undirected,12195
2355,77,88,Undirected,3255
2356,77,97,Undirected,3648
2357,77,100,Undirected,1516
2358,77,101,Undirected,2624
2359,77,105,Undirected,9090
2360,77,111,Undirected,3256
2361,77,116,Undirected,2439
2362,77,119,Undirected,7603
2363,78,89,Undirected,1889
2364,78,95,Undirected,2825
2365,78,106,Undirected,3721
2366,78,107,Undirected,3854
2367,79,1,Undirected,180
2368,79,13,Undirected,6227
2369,79,21,Undirected,153
2370,79,27,Undirected,190
2371,79,33,Undirected,174
2372,79,35,Undirected,164
2373,79,54,Undirected,12217
2374,79,64,Undirected,6732
2375,79,80,Undirected,4539
2376,79,84,Undirected,3680
2377,79,94,Undirected,2000
2378,79,96,Undirected,6422
2379,79,99,Undirected,381
2380,79,103,Undirected,245
2381,79,105,Undirected,159
2382,79,109,Undirected,162
2383,79,110,Undirected,3842
2384,79,115,Undirected,1476
2385,79,124,Undirected,2483
2386,79,125,Undirected,408
2387,79,134,Undirected,1749
2388,79,135,Undirected,366
2391,80,24,Undirected,1427
2393,80,37,Undirected,165
2394,80,41,Undirected,326
2395,80,47,Undirected,219
2396,80,61,Undirected,557
2397,80,65,Undirected,445
2400,80,70,Undirected,171
2402,80,84,Undirected,846
2403,80,94,Undirected,3054
2404,80,98,Undirected,463
2405,80,99,Undirected,185
2406,80,102,Undirected,180
2407,80,103,Undirected,563
2408,80,110,Undirected,3814
2409,80,115,Undirected,4617
2410,80,117,Undirected,426
2411,80,124,Undirected,3531
2412,80,127,Undirected,305
2413,80,134,Undirected,2833
2414,81,13,Undirected,321
2415,81,14,Undirected,7942
2416,81,18,Undirected,6272
2417,81,19,Undirected,13202
2418,81,24,Undirected,750
2419,81,26,Undirected,16252
2421,81,43,Undirected,419
2422,81,48,Undirected,6342
2424,81,51,Undirected,647
2425,81,53,Undirected,305
2426,81,54,Undirected,212
2427,81,61,Undirected,1912
2428,81,65,Undirected,164
2429,81,67,Undirected,6762
2433,81,79,Undirected,358
2434,81,80,Undirected,8532
2435,81,82,Undirected,4225
2436,81,90,Undirected,4211
2437,81,92,Undirected,4263
2438,81,98,Undirected,1787
2439,81,99,Undirected,827
2440,81,102,Undirected,797
2441,81,103,Undirected,195
2442,81,104,Undirected,513
2443,81,117,Undirected,903
2444,81,118,Undirected,1232
2445,81,121,Undirected,4706
2446,81,125,Undirected,6507
2447,81,127,Undirected,458
2448,81,131,Undirected,2783
2449,82,8,Undirected,206
2450,82,13,Undirected,271
2451,82,14,Undirected,777
2453,82,16,Undirected,160
2454,82,18,Undirected,152
2455,82,19,Undirected,376
2456,82,24,Undirected,4328
2457,82,26,Undirected,309
2459,82,35,Undirected,185
2461,82,37,Undirected,371
2463,82,39,Undirected,302
2464,82,41,Undirected,338
2465,82,43,Undirected,705
2467,82,54,Undirected,883
2468,82,56,Undirected,213
2469,82,60,Undirected,309
2470,82,61,Undirected,1723
2471,82,64,Undirected,245
2473,82,71,Undirected,6397
2476,82,77,Undirected,7152
2477,82,79,Undirected,374
2478,82,80,Undirected,603
2480,82,83,Undirected,9077
2481,82,85,Undirected,260
2482,82,89,Undirected,181
2483,82,90,Undirected,3259
2484,82,91,Undirected,6347
2485,82,92,Undirected,3749
2486,82,94,Undirected,253
2487,82,96,Undirected,555
2488,82,98,Undirected,2373
2489,82,99,Undirected,14724
2490,82,102,Undirected,1631
2491,82,103,Undirected,39437
2492,82,104,Undirected,2637
2493,82,105,Undirected,10472
2494,82,107,Undirected,156
2495,82,108,Undirected,170
2496,82,112,Undirected,329
2497,82,113,Undirected,242
2498,82,114,Undirected,164
2499,82,117,Undirected,271
2500,82,118,Undirected,3890
2501,82,119,Undirected,7972
2502,82,121,Undirected,4729
2503,82,122,Undirected,6132
2504,82,125,Undirected,1012
2505,82,127,Undirected,1702
2506,82,131,Undirected,4998
2508,83,54,Undirected,310
2509,83,63,Undirected,155
2510,83,64,Undirected,241
2511,83,67,Undirected,154
2513,83,87,Undirected,156
2514,83,88,Undirected,2362
2515,83,97,Undirected,3591
2516,83,99,Undirected,7872
2517,83,100,Undirected,11096
2518,83,101,Undirected,1865
2519,83,103,Undirected,6892
2520,83,105,Undirected,4677
2521,83,111,Undirected,3805
2522,83,116,Undirected,4028
2523,83,119,Undirected,8054
2524,83,125,Undirected,284
2525,83,135,Undirected,151
2526,84,5,Undirected,6312
2527,84,8,Undirected,6542
2528,84,11,Undirected,159
2530,84,16,Undirected,703
2532,84,22,Undirected,36452
2533,84,24,Undirected,804
2534,84,37,Undirected,291
2535,84,39,Undirected,6897
2536,84,41,Undirected,358
2537,84,46,Undirected,6232
2538,84,47,Undirected,207
2539,84,51,Undirected,172
2540,84,54,Undirected,171
2541,84,57,Undirected,454
2542,84,60,Undirected,253
2543,84,61,Undirected,421
2544,84,64,Undirected,246
2545,84,65,Undirected,192
2547,84,75,Undirected,534
2549,84,82,Undirected,467
2550,84,94,Undirected,3731
2551,84,98,Undirected,6317
2552,84,99,Undirected,292
2553,84,103,Undirected,180
2554,84,110,Undirected,658
2555,84,112,Undirected,7352
2556,84,115,Undirected,2496
2557,84,117,Undirected,7392
2558,84,123,Undirected,212
2559,84,124,Undirected,896
2560,84,125,Undirected,211
2561,84,126,Undirected,683
2562,84,127,Undirected,629
2563,84,134,Undirected,2299
2565,85,14,Undirected,6497
2566,85,24,Undirected,490
2568,85,54,Undirected,201
2569,85,67,Undirected,6277
2570,85,93,Undirected,3419
2571,85,99,Undirected,239
2572,85,108,Undirected,5161
2573,85,109,Undirected,521
2574,85,112,Undirected,833
2575,85,113,Undirected,971
2576,85,114,Undirected,326
2577,85,119,Undirected,545
2578,85,125,Undirected,10928
2579,85,126,Undirected,1871
2580,85,129,Undirected,4386
2581,85,135,Undirected,6292
2582,86,1,Undirected,7212
2584,86,3,Undirected,778
2585,86,5,Undirected,366
2586,86,8,Undirected,407
2587,86,9,Undirected,321
2588,86,10,Undirected,348
2589,86,12,Undirected,6822
2590,86,13,Undirected,336
2591,86,14,Undirected,790
2592,86,15,Undirected,209
2593,86,16,Undirected,10002
2594,86,17,Undirected,2386
2595,86,18,Undirected,610
2596,86,21,Undirected,7877
2597,86,22,Undirected,421
2598,86,23,Undirected,267
2599,86,24,Undirected,5029
2600,86,25,Undirected,6197
2601,86,26,Undirected,342
2603,86,28,Undirected,346
2604,86,30,Undirected,20952
2605,86,32,Undirected,6837
2606,86,33,Undirected,8537
2607,86,34,Undirected,432
2609,86,37,Undirected,12657
2610,86,38,Undirected,1485
2611,86,39,Undirected,329
2614,86,43,Undirected,289
2615,86,44,Undirected,1084
2616,86,45,Undirected,1547
2617,86,46,Undirected,206
2618,86,47,Undirected,231
2619,86,50,Undirected,895
2620,86,51,Undirected,234
2621,86,54,Undirected,3473
2622,86,55,Undirected,551
2623,86,57,Undirected,12492
2626,86,60,Undirected,240
2627,86,61,Undirected,546
2630,86,64,Undirected,300
2631,86,65,Undirected,639
2632,86,66,Undirected,6157
2633,86,67,Undirected,509
2635,86,70,Undirected,170
2636,86,73,Undirected,24362
2637,86,75,Undirected,13587
2638,86,76,Undirected,1401
2639,86,79,Undirected,446
2640,86,81,Undirected,350
2641,86,82,Undirected,196
2642,86,84,Undirected,292
2643,86,87,Undirected,276
2644,86,90,Undirected,424
2645,86,91,Undirected,994
2646,86,93,Undirected,892
2647,86,94,Undirected,9162
2648,86,96,Undirected,285
2649,86,97,Undirected,540
2650,86,98,Undirected,845
2651,86,99,Undirected,954
2652,86,100,Undirected,1063
2653,86,102,Undirected,159
2654,86,103,Undirected,310
2655,86,104,Undirected,207
2656,86,105,Undirected,873
2657,86,109,Undirected,10336
2658,86,110,Undirected,815
2659,86,112,Undirected,365
2660,86,114,Undirected,3781
2661,86,115,Undirected,1299
2662,86,116,Undirected,2293
2663,86,117,Undirected,864
2664,86,120,Undirected,3616
2665,86,121,Undirected,183
2666,86,122,Undirected,254
2667,86,123,Undirected,304
2668,86,125,Undirected,357
2669,86,127,Undirected,39390
2670,86,128,Undirected,899
2671,86,129,Undirected,211
2672,86,131,Undirected,930
2673,86,132,Undirected,449
2674,86,133,Undirected,7204
2675,86,134,Undirected,170
2676,86,135,Undirected,693
2677,87,59,Undirected,7737
2678,87,96,Undirected,3323
2679,87,103,Undirected,4119
2680,87,105,Undirected,912
2681,87,117,Undirected,3920
2682,87,122,Undirected,679
2683,87,123,Undirected,4775
2684,87,130,Undirected,4122
2685,87,132,Undirected,2687
2686,87,134,Undirected,6467
2687,88,97,Undirected,1297
2688,88,100,Undirected,3254
2689,88,101,Undirected,2092
2690,88,105,Undirected,3218
2691,88,111,Undirected,2009
2692,88,116,Undirected,3498
2693,88,119,Undirected,3426
2695,89,37,Undirected,217
2696,89,39,Undirected,6777
2697,89,57,Undirected,266
2698,89,67,Undirected,186
2699,89,94,Undirected,269
2700,89,95,Undirected,2468
2701,89,101,Undirected,7237
2702,89,106,Undirected,15737
2703,89,107,Undirected,2892
2704,89,112,Undirected,7917
2705,90,1,Undirected,248
2706,90,5,Undirected,320
2707,90,12,Undirected,516
2708,90,13,Undirected,7662
2709,90,14,Undirected,883
2711,90,16,Undirected,174
2712,90,19,Undirected,1012
2713,90,23,Undirected,442
2714,90,24,Undirected,17422
2715,90,26,Undirected,374
2716,90,30,Undirected,164
2717,90,31,Undirected,164
2718,90,33,Undirected,262
2720,90,37,Undirected,356
2722,90,41,Undirected,254
2723,90,43,Undirected,392
2724,90,47,Undirected,8737
2725,90,48,Undirected,1256
2726,90,49,Undirected,6947
2728,90,51,Undirected,180
2729,90,53,Undirected,499
2730,90,54,Undirected,8987
2731,90,57,Undirected,188
2732,90,60,Undirected,7577
2733,90,61,Undirected,2010
2734,90,62,Undirected,226
2735,90,64,Undirected,16717
2736,90,65,Undirected,11687
2737,90,66,Undirected,173
2738,90,67,Undirected,5759
2742,90,79,Undirected,7142
2743,90,80,Undirected,291
2746,90,83,Undirected,338
2747,90,85,Undirected,313
2748,90,89,Undirected,237
2749,90,91,Undirected,2140
2750,90,92,Undirected,3370
2751,90,94,Undirected,363
2752,90,96,Undirected,7867
2753,90,98,Undirected,3902
2754,90,99,Undirected,2683
2755,90,102,Undirected,1651
2756,90,103,Undirected,341
2757,90,104,Undirected,4783
2758,90,107,Undirected,7597
2759,90,108,Undirected,7507
2760,90,109,Undirected,198
2761,90,112,Undirected,434
2762,90,117,Undirected,250
2763,90,118,Undirected,4419
2764,90,119,Undirected,631
2765,90,121,Undirected,2922
2766,90,122,Undirected,457
2767,90,123,Undirected,309
2768,90,125,Undirected,163
2769,90,127,Undirected,2587
2770,90,131,Undirected,4331
2771,90,135,Undirected,164
2772,91,109,Undirected,2898
2773,91,114,Undirected,1949
2774,91,120,Undirected,4523
2775,91,127,Undirected,2265
2776,91,128,Undirected,3592
2777,91,133,Undirected,2693
2778,92,2,Undirected,8872
2779,92,98,Undirected,3948
2780,92,99,Undirected,2910
2781,92,102,Undirected,1714
2782,92,104,Undirected,3196
2783,92,118,Undirected,4357
2784,92,121,Undirected,3141
2785,92,131,Undirected,2261
2786,93,5,Undirected,177
2787,93,6,Undirected,206
2788,93,10,Undirected,1311
2789,93,14,Undirected,180
2790,93,18,Undirected,272
2791,93,24,Undirected,896
2792,93,28,Undirected,208
2796,93,34,Undirected,6297
2797,93,36,Undirected,6597
2799,93,38,Undirected,8027
2800,93,41,Undirected,372
2801,93,44,Undirected,277
2802,93,48,Undirected,164
2803,93,50,Undirected,6522
2804,93,53,Undirected,251
2805,93,54,Undirected,169
2807,93,61,Undirected,217
2808,93,62,Undirected,202
2809,93,64,Undirected,737
2810,93,65,Undirected,176
2811,93,67,Undirected,223
2812,93,68,Undirected,407
2814,93,75,Undirected,202
2815,93,82,Undirected,6407
2816,93,89,Undirected,230
2817,93,90,Undirected,534
2818,93,91,Undirected,6632
2819,93,97,Undirected,217
2820,93,98,Undirected,173
2821,93,99,Undirected,6512
2822,93,105,Undirected,7377
2823,93,106,Undirected,209
2824,93,108,Undirected,953
2825,93,112,Undirected,3464
2826,93,113,Undirected,1449
2827,93,119,Undirected,6492
2828,93,122,Undirected,6327
2829,93,123,Undirected,187
2830,93,125,Undirected,3120
2831,93,126,Undirected,3092
2832,93,127,Undirected,961
2833,93,129,Undirected,2102
2834,94,12,Undirected,7662
2835,94,39,Undirected,150
2836,94,54,Undirected,401
2837,94,64,Undirected,202
2839,94,99,Undirected,184
2840,94,110,Undirected,2083
2841,94,113,Undirected,6192
2842,94,114,Undirected,6307
2843,94,115,Undirected,3610
2844,94,124,Undirected,632
2845,94,134,Undirected,3669
2846,95,29,Undirected,413
2848,95,106,Undirected,3463
2849,95,107,Undirected,1487
2850,96,21,Undirected,228
2851,96,34,Undirected,468
2852,96,103,Undirected,4399
2853,96,117,Undirected,1069
2854,96,122,Undirected,869
2855,96,123,Undirected,2116
2856,96,125,Undirected,954
2857,96,130,Undirected,3727
2858,96,132,Undirected,3039
2863,97,14,Undirected,294
2864,97,18,Undirected,655
2865,97,27,Undirected,158
2868,97,74,Undirected,235
2869,97,89,Undirected,272
2870,97,100,Undirected,2863
2871,97,101,Undirected,3790
2872,97,105,Undirected,3673
2873,97,106,Undirected,282
2874,97,111,Undirected,2589
2875,97,112,Undirected,230
2876,97,116,Undirected,4961
2877,97,117,Undirected,1000
2878,97,119,Undirected,662
2879,97,131,Undirected,6817
2880,97,135,Undirected,252
2881,98,21,Undirected,250
2882,98,27,Undirected,324
2883,98,32,Undirected,352
2884,98,42,Undirected,230
2885,98,54,Undirected,880
2886,98,58,Undirected,321
2887,98,63,Undirected,381
2888,98,64,Undirected,186
2889,98,79,Undirected,606
2890,98,83,Undirected,343
2891,98,99,Undirected,2204
2892,98,102,Undirected,3239
2893,98,104,Undirected,1578
2894,98,105,Undirected,188
2895,98,110,Undirected,522
2896,98,115,Undirected,897
2897,98,118,Undirected,1356
2898,98,121,Undirected,4045
2899,98,128,Undirected,411
2900,98,131,Undirected,4680
2901,98,132,Undirected,233
2902,99,1,Undirected,403
2903,99,16,Undirected,1280
2904,99,21,Undirected,552
2905,99,31,Undirected,989
2906,99,32,Undirected,1203
2908,99,35,Undirected,1532
2909,99,42,Undirected,232
2910,99,58,Undirected,309
2911,99,63,Undirected,971
2912,99,66,Undirected,178
2913,99,77,Undirected,6672
2914,99,78,Undirected,216
2915,99,91,Undirected,7157
2916,99,96,Undirected,459
2917,99,102,Undirected,2383
2918,99,103,Undirected,8817
2919,99,104,Undirected,2039
2920,99,105,Undirected,7707
2921,99,109,Undirected,543
2922,99,113,Undirected,321
2923,99,114,Undirected,320
2924,99,115,Undirected,313
2925,99,118,Undirected,1062
2926,99,121,Undirected,3844
2927,99,125,Undirected,792
2928,99,129,Undirected,240
2929,99,131,Undirected,4091
2930,99,132,Undirected,7802
2931,100,14,Undirected,198
2932,100,18,Undirected,393
2933,100,21,Undirected,1282
2934,100,24,Undirected,1520
2935,100,30,Undirected,256
2936,100,34,Undirected,6207
2937,100,35,Undirected,448
2938,100,37,Undirected,1278
2939,100,38,Undirected,7282
2940,100,41,Undirected,710
2941,100,42,Undirected,1023
2942,100,50,Undirected,6432
2943,100,54,Undirected,293
2944,100,57,Undirected,1364
2945,100,76,Undirected,7072
2946,100,79,Undirected,201
2947,100,82,Undirected,6137
2949,100,96,Undirected,711
2950,100,98,Undirected,153
2951,100,99,Undirected,7642
2952,100,101,Undirected,3385
2953,100,105,Undirected,8192
2954,100,111,Undirected,1287
2955,100,116,Undirected,1889
2956,100,119,Undirected,3316
2957,100,123,Undirected,346
2958,100,125,Undirected,323
2959,100,127,Undirected,780
2960,100,132,Undirected,10122
2962,101,105,Undirected,1553
2963,101,111,Undirected,3949
2964,101,116,Undirected,4912
2965,101,119,Undirected,2826
2966,101,120,Undirected,7022
2967,102,24,Undirected,170
2968,102,30,Undirected,180
2969,102,64,Undirected,350
2970,102,67,Undirected,3047
2972,102,78,Undirected,7697
2973,102,95,Undirected,195
2974,102,104,Undirected,4410
2975,102,112,Undirected,6607
2976,102,118,Undirected,1099
2977,102,121,Undirected,1954
2978,102,131,Undirected,3099
2979,103,32,Undirected,177
2980,103,34,Undirected,6332
2981,103,63,Undirected,177
2982,103,77,Undirected,6737
2983,103,91,Undirected,6557
2985,103,105,Undirected,8447
2986,103,117,Undirected,737
2987,103,122,Undirected,4947
2988,103,123,Undirected,2375
2989,103,125,Undirected,151
2990,103,130,Undirected,1455
2991,103,132,Undirected,1810
2992,104,3,Undirected,233
2993,104,43,Undirected,6592
2994,104,44,Undirected,7782
2995,104,118,Undirected,1947
2996,104,121,Undirected,784
2997,104,123,Undirected,8182
2998,104,131,Undirected,2520
2999,105,1,Undirected,311
3000,105,2,Undirected,222
3001,105,32,Undirected,327
3002,105,110,Undirected,266
3003,105,111,Undirected,697
3004,105,113,Undirected,215
3005,105,116,Undirected,5079
3006,105,119,Undirected,1308
3007,105,126,Undirected,186
3008,106,39,Undirected,6402
3009,106,101,Undirected,7202
3010,106,107,Undirected,2278
3011,106,112,Undirected,9042
3013,107,27,Undirected,182
3014,107,37,Undirected,201
3017,107,61,Undirected,261
3019,107,67,Undirected,180
3020,107,85,Undirected,150
3022,107,99,Undirected,170
3023,107,108,Undirected,6687
3024,107,109,Undirected,168
3025,107,112,Undirected,481
3026,107,117,Undirected,238
3027,107,122,Undirected,348
3028,107,135,Undirected,199
3029,108,13,Undirected,6647
3030,108,14,Undirected,216
3031,108,24,Undirected,7887
3033,108,48,Undirected,197
3034,108,50,Undirected,486
3035,108,54,Undirected,6377
3037,108,60,Undirected,6832
3038,108,61,Undirected,702
3039,108,64,Undirected,6217
3040,108,67,Undirected,155
3043,108,94,Undirected,331
3044,108,99,Undirected,159
3045,108,112,Undirected,1910
3046,108,113,Undirected,2969
3047,108,117,Undirected,150
3048,108,125,Undirected,3638
3049,108,126,Undirected,655
3050,108,129,Undirected,4677
3051,109,1,Undirected,39727
3053,109,92,Undirected,654
3054,109,114,Undirected,1535
3055,109,120,Undirected,3458
3056,109,127,Undirected,14575
3057,109,128,Undirected,2659
3058,109,133,Undirected,2213
3059,109,134,Undirected,336
3060,110,115,Undirected,25117
3061,110,124,Undirected,2601
3062,110,134,Undirected,538
3063,111,116,Undirected,2564
3064,111,119,Undirected,836
3065,112,6,Undirected,8122
3066,112,7,Undirected,6312
3067,112,13,Undirected,215
3068,112,15,Undirected,195
3069,112,27,Undirected,245
3070,112,39,Undirected,7797
3071,112,54,Undirected,238
3072,112,67,Undirected,324
3074,112,83,Undirected,186
3075,112,94,Undirected,296
3076,112,98,Undirected,6132
3077,112,101,Undirected,6992
3078,112,113,Undirected,2995
3079,112,125,Undirected,2452
3080,112,126,Undirected,4672
3081,112,129,Undirected,3359
3082,112,135,Undirected,412
3083,113,125,Undirected,1934
3084,113,126,Undirected,4059
3085,113,129,Undirected,4035
3086,114,105,Undirected,237
3087,114,113,Undirected,25277
3088,114,120,Undirected,2143
3089,114,127,Undirected,13259
3090,114,128,Undirected,3304
3091,114,133,Undirected,3195
3092,115,63,Undirected,6132
3093,115,105,Undirected,294
3095,115,124,Undirected,1205
3096,115,125,Undirected,256
3097,115,134,Undirected,2109
3098,116,1,Undirected,1095
3099,116,2,Undirected,296
3100,116,3,Undirected,11202
3105,116,10,Undirected,781
3106,116,11,Undirected,869
3107,116,12,Undirected,633
3108,116,13,Undirected,504
3109,116,14,Undirected,12122
3110,116,15,Undirected,317
3111,116,16,Undirected,481
3112,116,18,Undirected,7952
3113,116,19,Undirected,10427
3114,116,21,Undirected,499
3117,116,24,Undirected,3342
3118,116,26,Undirected,7817
3119,116,27,Undirected,481
3121,116,30,Undirected,788
3122,116,31,Undirected,6257
3123,116,32,Undirected,253
3124,116,33,Undirected,715
3125,116,34,Undirected,314
3126,116,35,Undirected,184
3127,116,36,Undirected,457
3128,116,37,Undirected,2298
3129,116,38,Undirected,2432
3131,116,41,Undirected,2820
3132,116,43,Undirected,462
3133,116,44,Undirected,758
3135,116,47,Undirected,377
3136,116,48,Undirected,9077
3137,116,49,Undirected,195
3138,116,50,Undirected,808
3139,116,51,Undirected,415
3140,116,53,Undirected,733
3141,116,54,Undirected,1401
3142,116,56,Undirected,246
3143,116,57,Undirected,1000
3144,116,58,Undirected,268
3145,116,59,Undirected,202
3146,116,60,Undirected,875
3147,116,61,Undirected,1427
3148,116,62,Undirected,1089
3149,116,64,Undirected,1135
3150,116,65,Undirected,968
3151,116,66,Undirected,173
3152,116,67,Undirected,9012
3153,116,68,Undirected,339
3155,116,70,Undirected,332
3156,116,71,Undirected,156
3157,116,72,Undirected,1170
3159,116,75,Undirected,1257
3160,116,76,Undirected,171
3162,116,79,Undirected,926
3163,116,80,Undirected,6432
3164,116,81,Undirected,8302
3165,116,82,Undirected,974
3167,116,84,Undirected,493
3168,116,85,Undirected,9347
3169,116,90,Undirected,1358
3170,116,91,Undirected,230
3171,116,92,Undirected,259
3172,116,93,Undirected,1284
3173,116,94,Undirected,617
3174,116,96,Undirected,238
3176,116,98,Undirected,3354
3177,116,99,Undirected,1361
3179,116,102,Undirected,333
3180,116,103,Undirected,282
3181,116,104,Undirected,172
3183,116,107,Undirected,456
3184,116,108,Undirected,312
3185,116,109,Undirected,1068
3186,116,110,Undirected,306
3187,116,112,Undirected,571
3188,116,113,Undirected,387
3189,116,114,Undirected,397
3190,116,115,Undirected,906
3191,116,117,Undirected,609
3192,116,119,Undirected,5527
3193,116,122,Undirected,979
3194,116,123,Undirected,803
3195,116,125,Undirected,10652
3196,116,127,Undirected,6132
3197,116,128,Undirected,385
3198,116,131,Undirected,234
3199,116,132,Undirected,306
3200,116,134,Undirected,239
3201,116,135,Undirected,6852
3202,117,6,Undirected,6482
3203,117,8,Undirected,10237
3204,117,9,Undirected,10062
3205,117,13,Undirected,247
3206,117,14,Undirected,489
3207,117,18,Undirected,802
3208,117,24,Undirected,803
3209,117,25,Undirected,235
3210,117,27,Undirected,389
3211,117,28,Undirected,7237
3212,117,29,Undirected,6652
3213,117,30,Undirected,164
3214,117,35,Undirected,209
3215,117,37,Undirected,264
3216,117,39,Undirected,8962
3217,117,46,Undirected,10032
3218,117,54,Undirected,874
3219,117,57,Undirected,220
3220,117,67,Undirected,518
3221,117,70,Undirected,9157
3222,117,74,Undirected,7202
3223,117,78,Undirected,7727
3224,117,79,Undirected,531
3225,117,83,Undirected,156
3226,117,89,Undirected,6907
3227,117,95,Undirected,239
3228,117,98,Undirected,6872
3229,117,99,Undirected,323
3230,117,101,Undirected,7287
3231,117,102,Undirected,9042
3232,117,106,Undirected,6667
3233,117,110,Undirected,164
3234,117,112,Undirected,11292
3235,117,115,Undirected,591
3236,117,122,Undirected,4873
3237,117,123,Undirected,3132
3238,117,128,Undirected,161
3239,117,130,Undirected,3605
3240,117,132,Undirected,1315
3241,118,121,Undirected,3592
3242,118,131,Undirected,2924
3243,119,15,Undirected,6302
3244,119,34,Undirected,6162
3245,119,35,Undirected,277
3246,119,54,Undirected,310
3247,119,58,Undirected,160
3248,119,64,Undirected,186
3249,119,66,Undirected,277
3252,119,99,Undirected,8777
3253,119,103,Undirected,7752
3254,119,112,Undirected,366
3255,119,113,Undirected,151
3256,119,114,Undirected,171
3257,120,127,Undirected,740
3258,120,128,Undirected,3504
3259,120,133,Undirected,2156
3260,121,131,Undirected,3837
3261,122,2,Undirected,215
