Id,Source,Target,Type,Weight
1061,37,119,Undirected,559
1062,37,125,Undirected,5105
1063,37,126,Undirected,9420
1064,37,128,Undirected,187
1065,37,129,Undirected,991
1066,37,132,Undirected,446
1067,37,135,Undirected,2268
1068,38,1,Undirected,605
1069,38,2,Undirected,222
1070,38,6,Undirected,187
1071,38,8,Undirected,215
1072,38,9,Undirected,155
1073,38,12,Undirected,387
1074,38,13,Undirected,373
1075,38,14,Undirected,441
1077,38,16,Undirected,370
1078,38,18,Undirected,1191
1079,38,21,Undirected,163
1080,38,24,Undirected,3561
1081,38,25,Undirected,413
1082,38,27,Undirected,160
1083,38,30,Undirected,542
1084,38,32,Undirected,302
1085,38,33,Undirected,1110
1087,38,35,Undirected,501
1089,38,37,Undirected,1442
1090,38,39,Undirected,353
1091,38,41,Undirected,2194
1092,38,42,Undirected,304
1093,38,48,Undirected,419
1094,38,49,Undirected,388
1095,38,50,Undirected,14361
1096,38,54,Undirected,974
1097,38,55,Undirected,188
1098,38,56,Undirected,257
1099,38,57,Undirected,1146
1100,38,58,Undirected,153
1101,38,59,Undirected,602
1102,38,60,Undirected,348
1103,38,61,Undirected,596
1104,38,63,Undirected,364
1105,38,64,Undirected,938
1106,38,66,Undirected,375
1107,38,67,Undirected,533
1108,38,70,Undirected,3785
1109,38,71,Undirected,6132
1110,38,75,Undirected,1144
1111,38,76,Undirected,10600
1112,38,79,Undirected,395
1113,38,81,Undirected,1689
1114,38,82,Undirected,10626
1115,38,83,Undirected,7102
1116,38,85,Undirected,464
1117,38,87,Undirected,655
1118,38,89,Undirected,338
1119,38,90,Undirected,5333
1120,38,91,Undirected,6657
1121,38,92,Undirected,2842
1122,38,94,Undirected,746
1123,38,96,Undirected,418
1124,38,98,Undirected,3091
1125,38,99,Undirected,9647
1126,38,102,Undirected,5100
1127,38,103,Undirected,6987
1128,38,104,Undirected,3888
1129,38,105,Undirected,16997
1130,38,106,Undirected,183
1131,38,107,Undirected,406
1132,38,108,Undirected,353
1133,38,109,Undirected,550
1134,38,112,Undirected,1092
1135,38,113,Undirected,358
1136,38,114,Undirected,369
1137,38,115,Undirected,403
1138,38,117,Undirected,714
1139,38,118,Undirected,3648
1140,38,119,Undirected,11347
1141,38,121,Undirected,1353
1142,38,122,Undirected,8507
1143,38,125,Undirected,505
1144,38,131,Undirected,2568
1145,38,132,Undirected,6187
1146,38,134,Undirected,628
1147,38,135,Undirected,638
1148,39,46,Undirected,7468
1150,39,73,Undirected,6595
1151,39,77,Undirected,3606
1152,39,83,Undirected,1731
1153,39,88,Undirected,2910
1154,39,97,Undirected,2284
1155,39,100,Undirected,2092
1156,39,101,Undirected,10703
1157,39,105,Undirected,2855
1158,39,111,Undirected,1239
1159,39,116,Undirected,2361
1160,39,118,Undirected,925
1161,39,119,Undirected,1319
1162,40,43,Undirected,3396
1163,40,44,Undirected,1075
1164,40,45,Undirected,4797
1165,40,51,Undirected,2556
1166,40,53,Undirected,2181
1167,40,61,Undirected,1398
1168,40,71,Undirected,2178
1169,40,87,Undirected,4856
1170,40,96,Undirected,1078
1171,40,103,Undirected,4543
1172,40,117,Undirected,4710
1173,40,122,Undirected,1815
1174,40,123,Undirected,11005
1175,40,130,Undirected,1974
1176,40,132,Undirected,2071
1177,41,1,Undirected,313
1179,41,12,Undirected,219
1180,41,14,Undirected,1049
1181,41,15,Undirected,909
1182,41,16,Undirected,162
1183,41,18,Undirected,711
1184,41,21,Undirected,976
1185,41,24,Undirected,4346
1187,41,30,Undirected,1114
1188,41,32,Undirected,542
1189,41,33,Undirected,157
1190,41,34,Undirected,745
1192,41,37,Undirected,4368
1193,41,39,Undirected,239
1194,41,42,Undirected,12012
1195,41,48,Undirected,391
1196,41,49,Undirected,360
1197,41,50,Undirected,809
1198,41,54,Undirected,1743
1199,41,55,Undirected,894
1200,41,57,Undirected,1002
1201,41,58,Undirected,19073
1202,41,59,Undirected,10955
1203,41,60,Undirected,5121
1204,41,61,Undirected,900
1205,41,62,Undirected,16143
1206,41,63,Undirected,11311
1207,41,64,Undirected,288
1208,41,66,Undirected,333
1209,41,71,Undirected,162
1210,41,76,Undirected,324
1211,41,79,Undirected,541
1212,41,83,Undirected,169
1213,41,85,Undirected,200
1214,41,86,Undirected,3775
1215,41,87,Undirected,6187
1216,41,91,Undirected,1493
1217,41,94,Undirected,747
1218,41,96,Undirected,335
1219,41,98,Undirected,1831
1220,41,99,Undirected,2681
1221,41,103,Undirected,216
1222,41,105,Undirected,702
1223,41,107,Undirected,317
1224,41,108,Undirected,427
1225,41,109,Undirected,1098
1226,41,110,Undirected,7152
1227,41,112,Undirected,637
1228,41,113,Undirected,1267
1229,41,114,Undirected,3657
1230,41,115,Undirected,11517
1231,41,117,Undirected,360
1232,41,119,Undirected,1163
1233,41,120,Undirected,2259
1234,41,121,Undirected,6132
1235,41,122,Undirected,296
1236,41,125,Undirected,427
1237,41,126,Undirected,299
1238,41,127,Undirected,9594
1239,41,128,Undirected,17402
1240,41,129,Undirected,7402
1241,41,130,Undirected,234
1242,41,132,Undirected,816
1243,41,133,Undirected,3507
1244,41,134,Undirected,6767
1245,41,135,Undirected,627
1246,42,16,Undirected,930
1247,42,21,Undirected,208
1248,42,34,Undirected,164
1249,42,58,Undirected,9899
1250,42,59,Undirected,3834
1251,42,62,Undirected,9790
1252,42,63,Undirected,9389
1253,42,86,Undirected,5753
1254,42,91,Undirected,2098
1255,42,105,Undirected,170
1256,42,109,Undirected,1104
1257,42,114,Undirected,671
1258,42,120,Undirected,2516
1259,42,121,Undirected,10787
1260,42,127,Undirected,6532
1261,42,128,Undirected,1903
1262,42,129,Undirected,6237
1263,42,132,Undirected,218
1264,42,133,Undirected,4241
1266,43,14,Undirected,167
1267,43,15,Undirected,165
1268,43,16,Undirected,209
1269,43,24,Undirected,420
1270,43,37,Undirected,264
1271,43,38,Undirected,187
1272,43,41,Undirected,283
1273,43,44,Undirected,13511
1274,43,45,Undirected,10877
1275,43,47,Undirected,221
1276,43,51,Undirected,8865
1277,43,53,Undirected,11311
1278,43,54,Undirected,173
1279,43,60,Undirected,235
1280,43,61,Undirected,10618
1281,43,65,Undirected,203
1282,43,71,Undirected,2906
1283,43,72,Undirected,6477
1284,43,87,Undirected,803
1285,43,89,Undirected,213
1286,43,96,Undirected,613
1287,43,103,Undirected,2533
1288,43,117,Undirected,753
1289,43,122,Undirected,4575
1290,43,123,Undirected,8240
1291,43,124,Undirected,6587
1292,43,130,Undirected,3208
1293,43,131,Undirected,6412
1294,43,132,Undirected,2303
1295,43,135,Undirected,259
1296,44,8,Undirected,202
1297,44,9,Undirected,249
1299,44,13,Undirected,229
1300,44,14,Undirected,217
1301,44,16,Undirected,1272
1302,44,18,Undirected,160
1303,44,19,Undirected,831
1304,44,24,Undirected,328
1305,44,26,Undirected,219
1306,44,28,Undirected,250
1307,44,37,Undirected,315
1308,44,38,Undirected,442
1309,44,39,Undirected,177
1310,44,41,Undirected,152
1312,44,45,Undirected,12369
1313,44,51,Undirected,10760
1314,44,53,Undirected,12145
1315,44,54,Undirected,298
1316,44,57,Undirected,202
1317,44,61,Undirected,13964
1318,44,65,Undirected,271
1319,44,67,Undirected,228
1321,44,70,Undirected,156
1322,44,71,Undirected,2606
1323,44,72,Undirected,6212
1324,44,75,Undirected,2126
1325,44,79,Undirected,178
1326,44,81,Undirected,351
1327,44,82,Undirected,158
1328,44,83,Undirected,186
1329,44,87,Undirected,4259
1330,44,90,Undirected,440
1331,44,96,Undirected,4736
1332,44,97,Undirected,7922
1333,44,102,Undirected,158
1334,44,103,Undirected,1408
1335,44,105,Undirected,193
1336,44,107,Undirected,208
1337,44,111,Undirected,414
1338,44,112,Undirected,302
1339,44,117,Undirected,2531
1340,44,122,Undirected,640
1341,44,123,Undirected,9450
1342,44,124,Undirected,11717
1343,44,127,Undirected,887
1344,44,130,Undirected,1304
1345,44,131,Undirected,10142
1346,44,132,Undirected,1181
1347,44,135,Undirected,573
1348,45,3,Undirected,194
1350,45,24,Undirected,241
1353,45,51,Undirected,4518
1354,45,53,Undirected,9768
1355,45,61,Undirected,11578
1356,45,71,Undirected,706
1357,45,73,Undirected,1126
1358,45,87,Undirected,1395
1359,45,93,Undirected,770
1360,45,96,Undirected,3951
1361,45,103,Undirected,2923
1362,45,104,Undirected,6427
1363,45,116,Undirected,925
1364,45,117,Undirected,2539
1365,45,122,Undirected,2125
1366,45,123,Undirected,4355
1367,45,127,Undirected,356
1368,45,130,Undirected,4101
1369,45,132,Undirected,3340
1373,46,25,Undirected,205
1374,46,27,Undirected,171
1378,46,70,Undirected,6232
1379,46,73,Undirected,2206
1380,46,74,Undirected,7207
1381,46,77,Undirected,548
1382,46,83,Undirected,3064
1383,46,87,Undirected,168
1384,46,88,Undirected,3334
1385,46,97,Undirected,4700
1386,46,99,Undirected,225
1387,46,100,Undirected,1042
1388,46,101,Undirected,8789
1389,46,102,Undirected,6587
1390,46,105,Undirected,4210
1391,46,111,Undirected,2388
1392,46,112,Undirected,6627
1393,46,116,Undirected,1249
1394,46,119,Undirected,614
1395,47,14,Undirected,191
1396,47,15,Undirected,473
1398,47,37,Undirected,316
1399,47,38,Undirected,390
1400,47,41,Undirected,547
1401,47,48,Undirected,167
1402,47,49,Undirected,3924
1403,47,50,Undirected,430
1404,47,54,Undirected,8814
1405,47,55,Undirected,2419
1406,47,56,Undirected,2525
1407,47,60,Undirected,10295
1408,47,61,Undirected,602
1409,47,64,Undirected,11282
1410,47,65,Undirected,13173
1411,47,67,Undirected,179
1412,47,68,Undirected,7699
1413,47,78,Undirected,3060
1414,47,79,Undirected,6287
1415,47,89,Undirected,905
1416,47,94,Undirected,590
1417,47,95,Undirected,3244
1418,47,96,Undirected,6302
1419,47,98,Undirected,159
1420,47,99,Undirected,305
1421,47,106,Undirected,3873
1422,47,107,Undirected,8854
1423,47,108,Undirected,6702
1424,47,112,Undirected,371
1425,47,117,Undirected,177
1426,47,122,Undirected,171
1427,48,1,Undirected,178
1428,48,12,Undirected,306
1429,48,24,Undirected,462
1430,48,30,Undirected,187
1431,48,33,Undirected,164
1432,48,37,Undirected,157
1433,48,54,Undirected,189
1434,48,64,Undirected,1002
1435,48,67,Undirected,11087
1436,48,70,Undirected,502
1437,48,79,Undirected,1506
1438,48,80,Undirected,2797
1439,48,84,Undirected,927
1440,48,94,Undirected,3207
1441,48,99,Undirected,203
1442,48,102,Undirected,503
1443,48,109,Undirected,181
1444,48,110,Undirected,2855
1445,48,115,Undirected,3627
1446,48,124,Undirected,1996
1447,48,134,Undirected,1089
1448,49,4,Undirected,967
1450,49,35,Undirected,393
1451,49,37,Undirected,192
1452,49,39,Undirected,989
1453,49,54,Undirected,9994
1454,49,55,Undirected,3667
1455,49,56,Undirected,1307
1456,49,60,Undirected,1655
1457,49,64,Undirected,967
1458,49,65,Undirected,9082
1459,49,68,Undirected,4988
1460,49,78,Undirected,2640
1461,49,88,Undirected,920
1462,49,89,Undirected,767
1463,49,95,Undirected,4872
1464,49,96,Undirected,6797
1465,49,99,Undirected,250
1466,49,106,Undirected,2797
1467,49,107,Undirected,1078
1468,50,13,Undirected,733
1469,50,14,Undirected,664
1471,50,18,Undirected,174
1472,50,24,Undirected,2194
1473,50,30,Undirected,199
1474,50,32,Undirected,396
1475,50,33,Undirected,179
1477,50,35,Undirected,287
1479,50,37,Undirected,430
1480,50,54,Undirected,932
1481,50,61,Undirected,1305
1482,50,63,Undirected,378
1483,50,64,Undirected,346
1484,50,67,Undirected,279
1485,50,70,Undirected,2691
1486,50,71,Undirected,6187
1487,50,75,Undirected,4840
1488,50,76,Undirected,10978
1489,50,77,Undirected,8987
1490,50,79,Undirected,309
1491,50,81,Undirected,3036
1492,50,82,Undirected,34392
1493,50,83,Undirected,8812
1494,50,85,Undirected,246
1495,50,90,Undirected,3749
1496,50,91,Undirected,6717
1497,50,92,Undirected,1541
1498,50,94,Undirected,465
1499,50,96,Undirected,631
1500,50,98,Undirected,891
1501,50,99,Undirected,15156
1502,50,102,Undirected,3704
1503,50,103,Undirected,25982
1504,50,104,Undirected,1570
1505,50,105,Undirected,7867
1506,50,113,Undirected,442
1507,50,114,Undirected,497
1508,50,118,Undirected,4902
1509,50,119,Undirected,8692
1510,50,121,Undirected,624
1511,50,125,Undirected,472
1512,50,131,Undirected,4164
1513,51,5,Undirected,265
1515,51,14,Undirected,552
1516,51,24,Undirected,1309
1517,51,27,Undirected,183
1518,51,32,Undirected,279
1519,51,34,Undirected,277
1520,51,35,Undirected,261
1521,51,37,Undirected,189
1522,51,38,Undirected,253
1523,51,39,Undirected,172
1524,51,41,Undirected,367
1526,51,53,Undirected,2754
1527,51,54,Undirected,252
1528,51,57,Undirected,165
1529,51,60,Undirected,276
1530,51,61,Undirected,8803
1531,51,71,Undirected,1717
1532,51,79,Undirected,184
1533,51,87,Undirected,4131
1534,51,96,Undirected,1262
1535,51,97,Undirected,6222
1536,51,99,Undirected,733
1537,51,103,Undirected,4022
1538,51,112,Undirected,327
1539,51,115,Undirected,276
1540,51,117,Undirected,3944
1541,51,119,Undirected,156
1542,51,122,Undirected,1726
1543,51,123,Undirected,839
1544,51,127,Undirected,393
1545,51,129,Undirected,197
1546,51,130,Undirected,2829
1547,51,132,Undirected,3587
1549,52,20,Undirected,920
1550,52,31,Undirected,922
1551,52,57,Undirected,4356
1552,52,66,Undirected,3198
1553,52,72,Undirected,3162
1554,52,74,Undirected,510
1555,52,85,Undirected,1399
1556,52,93,Undirected,1144
1557,52,99,Undirected,924
1558,52,108,Undirected,679
1559,52,112,Undirected,4731
1560,52,113,Undirected,4263
1561,52,118,Undirected,920
1562,52,121,Undirected,920
1563,52,125,Undirected,2956
1564,52,126,Undirected,3686
1565,52,129,Undirected,1829
1566,53,19,Undirected,1056
1567,53,24,Undirected,502
1568,53,38,Undirected,197
1569,53,41,Undirected,364
1571,53,47,Undirected,190
1572,53,48,Undirected,1986
1573,53,60,Undirected,441
1574,53,61,Undirected,12735
1575,53,65,Undirected,424
1576,53,71,Undirected,1095
1577,53,87,Undirected,3037
1578,53,96,Undirected,2933
1579,53,99,Undirected,164
1580,53,103,Undirected,2179
1581,53,111,Undirected,1053
1582,53,117,Undirected,4823
1583,53,122,Undirected,4208
1584,53,123,Undirected,4779
1585,53,130,Undirected,2579
1586,53,131,Undirected,7822
1587,53,132,Undirected,4014
1588,54,21,Undirected,155
1589,54,27,Undirected,361
1590,54,34,Undirected,369
1591,54,35,Undirected,318
1592,54,39,Undirected,194
1593,54,42,Undirected,228
1594,54,55,Undirected,9564
1595,54,56,Undirected,3240
1596,54,58,Undirected,349
1597,54,60,Undirected,12460
1598,54,64,Undirected,9712
1599,54,65,Undirected,13876
1600,54,66,Undirected,217
1601,54,68,Undirected,10331
1602,54,78,Undirected,2933
1603,54,89,Undirected,640
1604,54,95,Undirected,1954
1605,54,96,Undirected,7822
1606,54,99,Undirected,1598
1607,54,105,Undirected,509
1608,54,106,Undirected,3007
1609,54,107,Undirected,7608
1610,54,109,Undirected,373
1611,54,110,Undirected,480
1612,54,113,Undirected,178
1613,54,114,Undirected,175
1614,54,115,Undirected,1435
1615,54,125,Undirected,416
1616,55,14,Undirected,163
1617,55,15,Undirected,405
1618,55,21,Undirected,168
1620,55,30,Undirected,192
1621,55,32,Undirected,179
1622,55,37,Undirected,248
1623,55,42,Undirected,155
1624,55,50,Undirected,310
1626,55,56,Undirected,2587
1627,55,60,Undirected,785
1628,55,61,Undirected,285
1629,55,63,Undirected,155
1630,55,64,Undirected,4583
1631,55,65,Undirected,2119
1632,55,68,Undirected,1504
1633,55,78,Undirected,2430
1634,55,89,Undirected,2558
1635,55,95,Undirected,1253
1636,55,99,Undirected,294
1637,55,106,Undirected,2237
1638,55,107,Undirected,4320
1639,56,60,Undirected,2296
1640,56,64,Undirected,4743
1641,56,65,Undirected,4633
1642,56,68,Undirected,2031
1643,56,78,Undirected,715
1644,56,89,Undirected,1191
1645,56,95,Undirected,680
1646,56,106,Undirected,2178
1647,56,107,Undirected,4097
1649,57,11,Undirected,236
1656,57,35,Undirected,246
1658,57,42,Undirected,588
1659,57,54,Undirected,154
1660,57,59,Undirected,203
1661,57,64,Undirected,873
1662,57,66,Undirected,1825
1663,57,67,Undirected,168
1664,57,72,Undirected,1302
1665,57,74,Undirected,4583
1666,57,79,Undirected,210
1667,57,85,Undirected,812
1668,57,87,Undirected,231
1669,57,93,Undirected,3422
1670,57,94,Undirected,6987
1671,57,96,Undirected,897
1672,57,98,Undirected,169
1673,57,99,Undirected,516
1674,57,105,Undirected,622
1675,57,108,Undirected,2628
1676,57,109,Undirected,10567
1677,57,112,Undirected,4083
1678,57,113,Undirected,4693
1679,57,125,Undirected,3520
1680,57,126,Undirected,4948
1681,57,129,Undirected,786
1682,57,132,Undirected,642
1683,57,134,Undirected,187
1684,57,135,Undirected,661
1685,58,32,Undirected,233
1686,58,59,Undirected,9746
1687,58,62,Undirected,10434
1688,58,63,Undirected,1464
1689,58,86,Undirected,3549
1690,58,91,Undirected,2136
1691,58,105,Undirected,243
1692,58,109,Undirected,3907
1693,58,110,Undirected,7202
1694,58,114,Undirected,2420
1695,58,115,Undirected,7462
1696,58,120,Undirected,1524
1697,58,126,Undirected,177
1698,58,127,Undirected,4207
1699,58,128,Undirected,14082
1700,58,129,Undirected,6832
1701,58,133,Undirected,4475
1702,58,134,Undirected,6332
1704,59,62,Undirected,9752
1705,59,63,Undirected,4513
1706,59,86,Undirected,3380
1707,59,91,Undirected,1721
1708,59,105,Undirected,850
1709,59,109,Undirected,2589
1710,59,114,Undirected,3936
1711,59,120,Undirected,2265
1712,59,127,Undirected,1443
1713,59,128,Undirected,4084
1714,59,133,Undirected,1059
1716,60,14,Undirected,524
1717,60,15,Undirected,352
1719,60,30,Undirected,157
1720,60,31,Undirected,292
1721,60,35,Undirected,230
1722,60,37,Undirected,561
1723,60,39,Undirected,157
1724,60,48,Undirected,488
1725,60,50,Undirected,340
1727,60,57,Undirected,161
1728,60,58,Undirected,656
1729,60,61,Undirected,730
1730,60,64,Undirected,8152
1731,60,65,Undirected,15960
1732,60,67,Undirected,168
1733,60,68,Undirected,8388
1734,60,78,Undirected,1113
1735,60,79,Undirected,6922
1736,60,83,Undirected,162
1737,60,89,Undirected,1190
1738,60,95,Undirected,2913
1739,60,98,Undirected,368
1740,60,99,Undirected,704
1741,60,105,Undirected,170
1742,60,106,Undirected,4583
1743,60,107,Undirected,9681
1744,60,112,Undirected,601
1745,60,113,Undirected,206
1746,60,114,Undirected,207
1747,60,115,Undirected,194
1748,60,125,Undirected,182
1749,60,128,Undirected,559
1751,61,13,Undirected,357
1752,61,14,Undirected,1660
1753,61,15,Undirected,831
1754,61,16,Undirected,2056
1755,61,24,Undirected,9096
1756,61,30,Undirected,162
1757,61,34,Undirected,296
1758,61,37,Undirected,660
1759,61,42,Undirected,1102
1760,61,48,Undirected,342
1761,61,49,Undirected,264
1762,61,54,Undirected,1509
1763,61,57,Undirected,295
1764,61,64,Undirected,675
1765,61,67,Undirected,294
1766,61,71,Undirected,3055
1767,61,72,Undirected,6167
1768,61,76,Undirected,218
1769,61,77,Undirected,168
1770,61,79,Undirected,421
1771,61,83,Undirected,417
1772,61,85,Undirected,232
1773,61,87,Undirected,3519
1774,61,91,Undirected,250
1775,61,94,Undirected,293
1776,61,96,Undirected,3625
1777,61,98,Undirected,196
1778,61,99,Undirected,3106
1779,61,103,Undirected,4695
1780,61,105,Undirected,162
1781,61,112,Undirected,165
1782,61,113,Undirected,744
1783,61,114,Undirected,780
1784,61,117,Undirected,3434
1785,61,119,Undirected,256
1786,61,121,Undirected,944
1787,61,122,Undirected,3995
1788,61,123,Undirected,13986
1789,61,124,Undirected,10917
1790,61,125,Undirected,252
1791,61,130,Undirected,3662
1792,61,132,Undirected,1915
1793,61,135,Undirected,192
1794,62,1,Undirected,1520
1796,62,9,Undirected,286
1797,62,12,Undirected,547
1798,62,14,Undirected,208
1799,62,16,Undirected,203
1800,62,18,Undirected,639
1801,62,24,Undirected,601
1802,62,25,Undirected,228
1804,62,30,Undirected,178
1806,62,37,Undirected,919
1807,62,38,Undirected,2219
1808,62,39,Undirected,188
1811,62,47,Undirected,205
1812,62,48,Undirected,204
1813,62,49,Undirected,163
1814,62,54,Undirected,979
1815,62,57,Undirected,535
1818,62,60,Undirected,421
1819,62,63,Undirected,1261
1820,62,64,Undirected,348
1821,62,66,Undirected,619
1822,62,67,Undirected,462
1823,62,70,Undirected,225
1824,62,76,Undirected,216
1825,62,79,Undirected,358
1826,62,86,Undirected,3346
1827,62,87,Undirected,6537
1828,62,89,Undirected,283
1829,62,91,Undirected,4067
1830,62,92,Undirected,14607
1831,62,94,Undirected,263
1832,62,98,Undirected,521
1833,62,99,Undirected,176
1834,62,102,Undirected,234
1835,62,105,Undirected,199
1836,62,106,Undirected,338
1837,62,107,Undirected,171
1838,62,108,Undirected,157
1839,62,109,Undirected,5017
1840,62,110,Undirected,7112
1841,62,112,Undirected,904
1842,62,114,Undirected,1652
1843,62,115,Undirected,7792
1844,62,117,Undirected,541
1845,62,119,Undirected,429
1846,62,120,Undirected,2729
1847,62,122,Undirected,595
1848,62,127,Undirected,7567
1849,62,128,Undirected,13205
1850,62,129,Undirected,7162
1851,62,133,Undirected,592
1852,62,134,Undirected,21087
1853,62,135,Undirected,211
1854,63,21,Undirected,197
1855,63,32,Undirected,3579
1856,63,86,Undirected,5085
1857,63,91,Undirected,3924
1858,63,105,Undirected,189
1859,63,109,Undirected,1014
1860,63,114,Undirected,2089
1861,63,120,Undirected,1211
1862,63,125,Undirected,167
1863,63,127,Undirected,4084
1864,63,128,Undirected,9839
1865,63,133,Undirected,1248
1866,64,1,Undirected,644
1867,64,12,Undirected,504
1868,64,16,Undirected,158
1869,64,33,Undirected,474
1870,64,34,Undirected,169
1871,64,35,Undirected,186
1872,64,36,Undirected,200
1874,64,65,Undirected,11238
1875,64,66,Undirected,250
1876,64,68,Undirected,9794
1877,64,78,Undirected,4262
1878,64,89,Undirected,4279
1879,64,91,Undirected,669
1880,64,95,Undirected,3311
1881,64,99,Undirected,471
1882,64,106,Undirected,4910
1883,64,107,Undirected,8316
1884,64,109,Undirected,660
1886,65,14,Undirected,949
1887,65,15,Undirected,403
1888,65,18,Undirected,183
1890,65,31,Undirected,223
1891,65,34,Undirected,221
1892,65,37,Undirected,964
1893,65,38,Undirected,911
1894,65,41,Undirected,912
1896,65,48,Undirected,343
1898,65,50,Undirected,382
1900,65,57,Undirected,166
1902,65,61,Undirected,1825
1903,65,62,Undirected,428
1905,65,66,Undirected,180
1906,65,67,Undirected,841
1907,65,68,Undirected,11045
1908,65,70,Undirected,222
1909,65,72,Undirected,170
1910,65,78,Undirected,1832
1911,65,79,Undirected,6692
1912,65,83,Undirected,266
1913,65,85,Undirected,157
1914,65,89,Undirected,4685
1915,65,91,Undirected,171
1916,65,94,Undirected,255
1917,65,95,Undirected,1369
1918,65,96,Undirected,7302
1919,65,98,Undirected,321
1920,65,99,Undirected,956
1921,65,102,Undirected,241
1922,65,106,Undirected,4657
1923,65,107,Undirected,10941
1924,65,108,Undirected,7207
1925,65,112,Undirected,306
1926,65,117,Undirected,272
1927,65,119,Undirected,368
1928,65,122,Undirected,475
1929,65,125,Undirected,175
1930,65,131,Undirected,189
1931,65,135,Undirected,191
1934,66,35,Undirected,242
1935,66,59,Undirected,152
1936,66,72,Undirected,2376
1937,66,74,Undirected,3817
1938,66,85,Undirected,4065
1939,66,93,Undirected,1008
1940,66,108,Undirected,3534
1941,66,109,Undirected,6217
1942,66,112,Undirected,1921
1943,66,113,Undirected,4564
1944,66,125,Undirected,4141
1945,66,126,Undirected,1389
1946,66,129,Undirected,3357
1947,67,12,Undirected,429
1949,67,33,Undirected,279
1950,67,54,Undirected,290
1951,67,56,Undirected,192
1952,67,64,Undirected,908
1953,67,66,Undirected,186
1954,67,79,Undirected,4460
1955,67,80,Undirected,8830
1956,67,84,Undirected,501
1957,67,94,Undirected,1345
1958,67,96,Undirected,188
1959,67,99,Undirected,267
1960,67,110,Undirected,1279
1961,67,115,Undirected,2236
1962,67,124,Undirected,1024
1963,67,134,Undirected,3416
1964,67,135,Undirected,6312
1965,68,14,Undirected,332
1966,68,15,Undirected,250
1967,68,19,Undirected,200
1969,68,31,Undirected,154
1970,68,37,Undirected,183
1971,68,38,Undirected,323
1972,68,41,Undirected,538
1973,68,43,Undirected,231
1974,68,44,Undirected,185
1976,68,48,Undirected,177
1978,68,58,Undirected,172
1980,68,61,Undirected,461
1981,68,62,Undirected,310
1984,68,67,Undirected,376
1986,68,78,Undirected,2079
1987,68,79,Undirected,8047
1988,68,80,Undirected,287
1989,68,89,Undirected,4831
1990,68,90,Undirected,8617
1991,68,94,Undirected,318
1992,68,95,Undirected,2425
1993,68,99,Undirected,204
1994,68,104,Undirected,510
1995,68,106,Undirected,3458
1996,68,107,Undirected,9510
1997,68,108,Undirected,6652
1998,68,117,Undirected,214
1999,68,123,Undirected,586
2000,68,127,Undirected,1497
2001,68,135,Undirected,306
2088,70,24,Undirected,174
2089,70,29,Undirected,6612
2090,70,39,Undirected,6182
2091,70,64,Undirected,363
2092,70,67,Undirected,3137
2093,70,75,Undirected,4755
2094,70,76,Undirected,2491
2095,70,78,Undirected,7697
2096,70,81,Undirected,5080
2097,70,82,Undirected,1818
2098,70,90,Undirected,2515
2099,70,92,Undirected,3190
2100,70,95,Undirected,196
2101,70,98,Undirected,1402
2102,70,99,Undirected,1360
2103,70,102,Undirected,36597
2104,70,104,Undirected,4438
2105,70,112,Undirected,6662
2106,70,118,Undirected,1046
2107,70,121,Undirected,1334
2108,70,131,Undirected,2862
2109,71,56,Undirected,445
2110,71,87,Undirected,2333
2111,71,96,Undirected,3442
2112,71,103,Undirected,3754
2113,71,117,Undirected,3171
2114,71,122,Undirected,10710
2115,71,123,Undirected,3401
2116,71,125,Undirected,193
2117,71,130,Undirected,2175
2118,71,132,Undirected,2730
2119,72,11,Undirected,11377
2120,72,15,Undirected,157
2124,72,74,Undirected,4218
2125,72,85,Undirected,1678
2126,72,93,Undirected,1352
2127,72,108,Undirected,975
2128,72,112,Undirected,1208
2129,72,113,Undirected,2227
2130,72,124,Undirected,6627
2131,72,125,Undirected,1266
2132,72,126,Undirected,3830
2133,72,129,Undirected,1107
2134,73,1,Undirected,11997
2135,73,3,Undirected,1010
2136,73,4,Undirected,933
2142,73,10,Undirected,1782
2143,73,11,Undirected,280
2144,73,12,Undirected,8407
2145,73,13,Undirected,446
2146,73,14,Undirected,2552
2147,73,15,Undirected,399
2148,73,16,Undirected,11282
2149,73,18,Undirected,1089
2150,73,19,Undirected,488
2151,73,21,Undirected,9362
2154,73,24,Undirected,6251
2155,73,25,Undirected,6142
2156,73,26,Undirected,372
2157,73,27,Undirected,538
2159,73,30,Undirected,12632
2160,73,32,Undirected,8457
2161,73,33,Undirected,9567
2162,73,34,Undirected,690
2163,73,35,Undirected,497
2164,73,37,Undirected,19317
2165,73,38,Undirected,2217
2167,73,41,Undirected,2586
2168,73,42,Undirected,595
2169,73,43,Undirected,565
2170,73,44,Undirected,1211
2172,73,47,Undirected,487
2173,73,48,Undirected,631
2174,73,49,Undirected,2179
2175,73,50,Undirected,798
2176,73,51,Undirected,534
2177,73,52,Undirected,6317
2178,73,53,Undirected,358
2179,73,54,Undirected,2940
2180,73,55,Undirected,150
2181,73,57,Undirected,15732
2182,73,58,Undirected,222
2183,73,59,Undirected,233
2184,73,60,Undirected,644
2185,73,61,Undirected,1276
2186,73,62,Undirected,1576
2187,73,63,Undirected,429
2188,73,64,Undirected,1122
2189,73,65,Undirected,1788
2190,73,66,Undirected,6802
2191,73,67,Undirected,1676
2192,73,68,Undirected,826
