id,count,eng,oam,start,end,eng01,event,tag,,,
507,496,7.128895583,3535.932209,2022/1/31,2022/2/6,0.618434628,,,,,
508,894,8.410571919,7519.051296,2022/2/7,2022/2/13,0.740871704,,,,,
509,856,7.703955477,6594.585888,2022/2/14,2022/2/20,0.673369443,,,,,
510,847,7.832992386,6634.544551,2022/2/21,2022/2/27,0.685696191,,,,,
511,1079,8.13420857,8776.811047,2022/2/28,2022/3/6,0.714471029,,,,,
512,990,8.597172055,8511.200334,2022/3/7,2022/3/13,0.758697402,,,,,
513,823,7.328913598,6031.695892,2022/3/14,2022/3/20,0.63754212,,,,,
514,1205,9.622370326,11594.95624,2022/3/21,2022/3/28,0.856633422,45,4,,,
515,905,8.440558662,7638.705589,2022/3/29,2022/4/4,0.743736304,,,,,
516,928,8.241511852,7648.122999,2022/4/5,2022/4/11,0.724721589,,,,,
517,940,8.200546103,7708.513336,2022/4/12,2022/4/18,0.720808178,,,,,
518,1120,8.661800092,9701.216103,2022/4/19,2022/4/25,0.764871245,,,,,
519,918,8.728214816,8012.501201,2022/4/26,2022/5/2,0.771215767,,,,,
520,1025,7.266827822,7448.498518,2022/5/3,2022/5/9,0.631611137,,,,,
521,878,7.561813804,6639.27252,2022/5/10,2022/5/16,0.659790811,,,,,
522,1009,8.676279742,8754.36626,2022/5/17,2022/5/23,0.766254469,,,,,
523,1050,8.681892947,9115.987595,2022/5/24,2022/5/30,0.766790692,,,,,
524,1380,9.427337149,13009.72526,2022/5/31,2022/6/7,0.838002125,46,4,,,
525,824,7.67299597,6322.548679,2022/6/8,2022/6/14,0.670411916,,,,,
526,981,7.945017152,7794.061827,2022/6/15,2022/6/21,0.696397789,,,,,
527,827,8.331663904,6890.286048,2022/6/22,2022/6/28,0.733333712,,,,,
528,919,7.957177938,7312.646525,2022/6/29,2022/7/5,0.697559495,,,,,
529,902,8.703592309,7850.640263,2022/7/6,2022/7/12,0.768863607,,,,,
530,871,8.219890112,7159.524287,2022/7/13,2022/7/19,0.722656089,,,,,
531,1181,8.382805725,9900.093561,2022/7/21,2022/7/27,0.738219231,,,,,
532,884,8.170468363,7222.694033,2022/7/28,2022/8/3,0.717934886,,,,,
533,1261,8.839871399,11147.07783,2022/8/4,2022/8/10,0.781882193,47,5,,,
534,1225,10.87563169,13322.64881,2022/8/11,2022/8/17,0.976356048,,,,,
535,1230,9.174238636,11284.31352,2022/8/18,2022/8/24,0.813823913,,,,,
536,1182,8.753498484,10346.63521,2022/8/25,2022/8/31,0.773631087,,,,,
537,932,8.92690548,8319.875907,2022/9/1,2022/9/7,0.79019646,,,,,
538,725,7.742431889,5613.263119,2022/9/8,2022/9/14,0.67704505,,,,,
539,1244,8.957397751,11143.0028,2022/9/15,2022/9/21,0.793109351,,,,,
540,1167,9.485359591,11069.41464,2022/9/22,2022/9/28,0.843544943,,,,,
541,1060,8.818921262,9348.056537,2022/9/29,2022/10/5,0.779880851,,,,,
542,1102,7.653509923,8434.167935,2022/10/6,2022/10/12,0.668550437,,,,,
543,1251,8.491157083,10622.43751,2022/10/13,2022/10/19,0.748569913,,,,,
544,853,8.273811576,7057.561274,2022/10/20,2022/10/26,0.727807145,,,,,
545,1392,8.838928535,12303.78852,2022/10/27,2022/11/3,0.781792122,,,,,
546,1822,9.72970067,17727.51462,2022/11/4,2022/11/12,0.866886567,48,2,,,
547,1877,8.582003381,16108.42035,2022/11/14,2022/11/22,0.757248356,,,,,
548,1206,9.28695823,11200.07163,2022/11/23,2022/11/29,0.824591888,,,,,
549,1315,8.322278886,10943.79674,2022/11/30,2022/12/7,0.732437172,,,,,
550,1353,8.374960022,11331.32091,2022/12/8,2022/12/15,0.73746974,,,,,
551,1290,9.548857573,12318.02627,2022/12/16,2022/12/22,0.849610833,,,,,
552,1024,8.3997906,8601.385575,2022/12/23,2022/12/29,0.739841777,,,,,
